,War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect,Normalized Participant
6265,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Cold War,Russia
6272,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,racism,Czechoslovakia,Russia
6280,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Cold War,Russia
6281,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Cold War,Russia
6286,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,racism,Czechoslovakia,Russia
6296,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Czechoslovakia,Russia
6297,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Czechoslovakia,Russia
6324,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,racism,Cold War,Russia
6328,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Cold War,Russia
6329,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Cold War,Russia
6338,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,racism,Cold War,Russia
6348,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Cold War,Russia
6349,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Cold War,Russia
6366,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Hungarian People's Republic,Russia
6373,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Czechoslovakia,Russia
6374,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Czechoslovakia,Russia
6376,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Hungarian People's Republic,Russia
6401,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Hungarian People's Republic,Russia
6403,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Hungarian People's Republic,Russia
6415,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Czechoslovakia,Russia
6416,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Czechoslovakia,Russia
6420,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,racism,Czechoslovakia,Russia
6421,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,racism,Czechoslovakia,Russia
6436,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Czechoslovakia,Russia
6437,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Czechoslovakia,Russia
6457,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Czechoslovakia,Russia
6458,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Czechoslovakia,Russia
6480,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Central Europe,Russia
6482,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Central Europe,Russia
6509,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Soviet Union,Russia
6516,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Central Europe,Russia
6517,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Central Europe,Russia
6519,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Soviet Union,Russia
6522,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Central Europe,Russia
6527,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Central Europe,Russia
6528,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Central Europe,Russia
6543,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Central Europe,Russia
6544,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Central Europe,Russia
6549,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Central Europe,Russia
6564,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,racism,Central Europe,Russia
6565,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,racism,Central Europe,Russia
6575,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Soviet Union,Russia
6587,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Soviet Union,Russia
6598,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Soviet Union,Russia
6606,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Cold War,Russia
6607,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Cold War,Russia
6622,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,racism,Cold War,Russia
6623,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,racism,Cold War,Russia
6633,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Soviet Union,Russia
6634,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Soviet Union,Russia
6649,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Soviet Union,Russia
6654,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Soviet Union,Russia
6655,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Soviet Union,Russia
6670,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Soviet Union,Russia
6671,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Soviet Union,Russia
6887,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,racism,Iron Curtain,Russia
6890,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Iron Curtain,Russia
6891,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,racism,Iron Curtain,Russia
6906,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,racism,Iron Curtain,Russia
6965,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Iron Curtain,Russia
6966,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Operation Barbarossa,Iron Curtain,Russia
6995,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Iron Curtain,Russia
6996,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Operation Barbarossa,Iron Curtain,Russia
7012,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Iron Curtain,Russia
7013,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,racism,Iron Curtain,Russia
7027,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Iron Curtain,Russia
7028,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Operation Barbarossa,Iron Curtain,Russia
7043,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,racism,Iron Curtain,Russia
7044,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,racism,Iron Curtain,Russia
7052,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Czechoslovakia,Russia
7053,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Czechoslovakia,Russia
7068,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Czechoslovakia,Russia
7070,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Czechoslovakia,Russia
7082,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Czechoslovakia,Russia
7083,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Czechoslovakia,Russia
7143,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Soviet Union,Russia
7144,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Soviet Union,Russia
7153,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Cold War,Russia
7154,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Nazi Germany,Cold War,Russia
7188,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Czechoslovakia,Russia
7189,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Czechoslovakia,Russia
7204,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Czechoslovakia,Russia
7205,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Czechoslovakia,Russia
7219,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Czechoslovakia,Russia
7221,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Czechoslovakia,Russia
7235,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Baltic region,Russia
7236,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Baltic region,Russia
7251,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Baltic region,Russia
7252,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Baltic region,Russia
7265,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Baltic region,Russia
7266,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Baltic region,Russia
7313,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Baltic region,Russia
7314,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Baltic region,Russia
7387,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Baltic region,Russia
7388,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Baltic region,Russia
7392,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Baltic region,Russia
7393,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Baltic region,Russia
7437,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Central Europe,Russia
7461,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Central Europe,Russia
7471,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Central Europe,Russia
7526,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Central Europe,Russia
7591,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Central Europe,Russia
7592,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Central Europe,Russia
7613,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Central Europe,Russia
7614,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Central Europe,Russia
7629,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Central Europe,Russia
7630,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Central Europe,Russia
7637,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Balkans,Russia
7638,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Balkans,Russia
7653,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Balkans,Russia
7654,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Balkans,Russia
7671,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Iron Curtain,Russia
7672,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Iron Curtain,Russia
7701,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Balkans,Russia
7702,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Balkans,Russia
7716,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Balkans,Russia
7723,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Balkans,Russia
7724,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Balkans,Russia
7739,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Balkans,Russia
7753,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Iron Curtain,Russia
7754,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Iron Curtain,Russia
7776,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Balkans,Russia
7777,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Balkans,Russia
7787,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Central Europe,Russia
7788,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Central Europe,Russia
7797,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Iron Curtain,Russia
7801,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Iron Curtain,Russia
7802,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Iron Curtain,Russia
7817,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Iron Curtain,Russia
7818,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Iron Curtain,Russia
7822,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Iron Curtain,Russia
7839,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Iron Curtain,Russia
7840,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Iron Curtain,Russia
7857,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Polish People's Republic,Russia
7858,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Nazi Germany,Polish People's Republic,Russia
7881,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Polish People's Republic,Russia
7882,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Eastern Europe,,Nazi Germany,Polish People's Republic,Russia
7913,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Polish People's Republic,Russia
7914,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Nazi Germany,Polish People's Republic,Russia
7986,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Polish People's Republic,Russia
7987,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Northern Europe,,Nazi Germany,Polish People's Republic,Russia
7990,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Polish People's Republic,Russia
7991,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Nazi Germany,Polish People's Republic,Russia
7995,Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Polish People's Republic,Russia
7996,Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,racism,Polish People's Republic,Russia
8078,Continuation War,1941-06-25 00:00:00+00:00,1944-09-19 00:00:00+00:00,Soviet Union,Finland,,,,Russia
8093,Soviet-Bulgarian War,1944-09-05 00:00:00+00:00,1944-10-28 00:00:00+00:00,Soviet Union,Bulgaria,,,,Russia
8096,Lapland War,1944-09-15 00:00:00+00:00,1945-04-25 00:00:00+00:00,Soviet Union,Lapland,,,,Russia
8103,Soviet–Japanese War,1945-08-09 00:00:00+00:00,1945-09-02 00:00:00+00:00,Soviet Union,Manchukuo,,,,Russia
8104,Soviet–Japanese War,1945-08-09 00:00:00+00:00,1945-09-02 00:00:00+00:00,Soviet Union,Manchuria,,,,Russia
8108,Soviet–Japanese War,1945-08-09 00:00:00+00:00,1945-09-02 00:00:00+00:00,Soviet Union,Korea under Japanese rule,,,,Russia
8109,Soviet–Japanese War,1945-08-09 00:00:00+00:00,1945-09-02 00:00:00+00:00,Soviet Union,Sakhalin,,,,Russia
8114,Soviet–Japanese War,1945-08-09 00:00:00+00:00,1945-09-02 00:00:00+00:00,Soviet Union,Kuril Islands,,,,Russia
8118,Soviet–Japanese War,1945-08-09 00:00:00+00:00,1945-09-02 00:00:00+00:00,Soviet Union,Inner Mongolia,,,,Russia
8124,Indonesian National Revolution,1945-08-17 00:00:00+00:00,1949-12-27 00:00:00+00:00,United Kingdom,Indonesia,,,,Europe
8125,Operation Masterdom,1945-09-13 00:00:00+00:00,1946-03-30 00:00:00+00:00,France,Southern Vietnam,,,,Europe
8127,Operation Masterdom,1945-09-13 00:00:00+00:00,1946-03-30 00:00:00+00:00,United Kingdom,Southern Vietnam,,,,Europe
8153,Indochina Wars,1946-01-01 00:00:00+00:00,1989-01-01 00:00:00+00:00,United States,Southeast Asia,,,,USA
8154,Indochina Wars,1946-01-01 00:00:00+00:00,1989-01-01 00:00:00+00:00,People's Republic of China,Southeast Asia,,,,China
