War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Northern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Eastern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Eastern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Eastern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Eastern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Eastern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Eastern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Eastern Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Eastern Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Eastern Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Central Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Northern Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Northern Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Northern Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Northern Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Balkans,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Northern Europe,,Operation Barbarossa,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Europe,,Nazi Germany,Central Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Europe,,Nazi Germany,Central Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Europe,,Nazi Germany,Central Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Europe,,Nazi Germany,Central Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Europe,,Nazi Germany,Central Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Europe,,Nazi Germany,Central Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Europe,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Europe,,racism,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Slovak Republic,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Soviet Union,,Lebensraum,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Europe,,Nazi Germany,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Europe,,Nazi Germany,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Europe,,Nazi Germany,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Europe,,Nazi Germany,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Europe,,Nazi Germany,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Europe,,Nazi Germany,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Allies of World War II,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Allies of World War II,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Kingdom of Romania,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Kingdom of Romania,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Yugoslav Partisans,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Central Europe,,Operation Barbarossa,Eastern Europe
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Yugoslav Partisans,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Slovak Republic,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Soviet Union,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Nazi Germany,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Nazi Germany,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Finland,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Finland,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1945-05-07 00:00:00+00:00,Hungary,Europe,,Lebensraum,Balkans
Eastern Front,1941-06-22 00:00:00+00:00,1955-01-21 00:00:00+00:00,Hungary,Balkans,,Lebensraum,Eastern Europe
